Plant,ABC,Material,SLOC,Bin,QTY,Last Count,Cost,Description
US53,A,367541-0010,1000,B3-C,3,11/5/2024,"8,917.00","ACTUATOR,LINEAR,6IN STROKE,0.1IN LEAD"
US53,C,367542-0250,1000,K28-D,0,12/5/2022,18.04,"CABLE ASSY,POWER,BRAZIL,10A,C13,2.5m"
US53,C,367543-0250,1000,K29-B,2,,21.87,"CABLE ASSY,POWER,BRAZIL,16A,C19,2.5m"
US53,,367571-0010,1000,,0,8/1/2017,"1,241.29","KIT,ACCEL COMP,AXIAL,100G,5/8-18 M"
US53,,367573-0010,1000,,0,,"1,316.29","KIT,ACCEL COMP,AXIAL,100G,M16X2 M"
US53,,367577-0010,1000,,0,,"1,118.14","KIT,ACCEL COMP,A/T,100G,8X 1/4-28"
US53,C,369041-0010,1000,,0,,"1,119.53","KIT,ACCEL COMP,A/T,100G,8X M6"
US53,C,369630-0010,1000,I5-C,9,5/23/2023,344,"SENSOR,LOAD,S-TYPE,50LB,-54C TO 148C"
US53,C,369657-0010,1000,SO2-B,26,5/26/2023,99.57,"BODY,GRIP,3200/3300"
US53,,369685-0010,1000,,0,,243.57,"GRIP ASSY,T/C,MSF-6,FLAT KNURLED FACES"
US53,,369685-0020,1000,,0,,199.03,"GRIP ASSY,T/C,MSF-6.ROUND FACE,6MM"
US53,C,369686-0010,1000,SO2-B,32,5/25/2023,46.23,"GRIP,T/C,ROUND FACE,6.0MM DIA"
US53,,369696-0010,1000,,0,,"29,576.15","FRAME ASSY,3330-ES II"
US53,,369697-0010,1000,,0,,12.36,"HARNESS,TEST,HI-POT,C13,POWER INLET,1PH"
US53,,369698-0010,1000,,0,,44.9,"HARNESS,TEST,HI-POT,M17 MALE PLUG,7POS"
US53,,369699-0010,1000,,0,,46.9,"HARNESS,TEST,HI-POT,M17,FEM PLUG,7POS"
US53,,369702-0010,1000,,0,,"9,088.73","ASSEMBLY,MSF-6 ES,HIGH TEMP L/C,GRIPS"
US53,A,369709-0010,1000,P5-B,1,11/5/2024,"14,337.00","CHAMBER,HOT/COLD,TALL,WITH SLIDE,3300"
US53,,369736-0300,1000,,0,,10.53,"CABLE ASSY,PCI,1 DIN,1 DOUT,3m"
US53,,369751-0010,1000,,0,,"19,329.25","ASSEMBLY,CHAMBER,H/C,TALL,W/SLIDE,3300"
US53,,369860-0010,1000,,0,,0.04,"SOFTWARE,CUSTOM DTL,MATERIAL TEST"
US53,,369861-0010,1000,D2-E,2,5/29/2024,148.15,"TOOL,ALIGNMENT,MSF-6,3300"
US53,,369886-0010,1000,,0,,344,"KIT,SENSOR,LOAD,S-TYPE,50LB,-45C TO 148C"
US53,,369917-0010,1000,,0,,0.01,"ARMATURE ASSEMBLY,HFA"
US53,,369925-0010,1000,,0,,"9,224.20","KIT,ELECTRONICS,3330 II,ELEC LIFTS,ES"
US53,,370093-0010,1000,,0,,"16,444.03","FLOW ASSY,PARTICLE CAPTURE,12-STATION"
US53,,370093-0020,1000,,0,,"10,227.48","FLOW ASSY,PARTICLE CAPTURE,7-STATION"
US53,,370093-0030,1000,,0,,"5,254.24","FLOW ASSY,PARTICLE CAPTURE,3-STATION"
US53,,370094-0010,1000,,0,,"5,304.70","FILTER ASSY,PARTICLE CAPTURE,12-STATION"
US53,,370094-0020,1000,,0,,"3,875.69","FILTER ASSY,PARTICLE CAPTURE,7-STATION"
US53,,370094-0030,1000,,0,,"2,830.37","FILTER ASSY,PARTICLE CAPTURE,3-STATION"
US53,C,370095-0010,1000,F2-B,0,,119,"PLATE,SIDE,FILTER/FLOW MODULES,9210-12"
US53,B,370096-0010,1000,F2-B,0,,292.18,"PLATE,FRONT,FILTER/FLOW MODULES,9210-12"
US53,B,370097-0010,1000,F2-B,0,,292.18,"PLATE,BACK,FILTER/FLOW MODULES,9210-12"
US53,,370098-0010,1000,,0,,295.21,"PLATE,TOP,FLOW MODULES,9210-12"
US53,C,370099-0010,1000,C3-G,0,,300.4,"PLATE,TOP,FILTER MODULES,9210-12"
US53,,370127-0010,1000,,0,,12.23,"PLATE,COVER,BLANK"
US53,,370128-0010,1000,,0,,7,"GASKET,BLANKING PLATE"
US53,C,370148-0010,1000,H3-F,0,,0.39,"FOAM,ADHESIVE BACKED STRIP,3/8 X 3/16"
US53,,370290-0010,1000,,0,,"24,481.25","SYSTEM,5210 SINGLE CHM,200N,8X2 PCI,120V"
US53,,370306-0010,1000,,0,,0.01,"BASE,CARRIAGE,STACK FIXTURE,LFA-LM3"
US53,,370307-0010,1000,,0,,0.01,"PLATE,FRONT,CARRIAGE,FIXTURE,LFA-LM3"
US53,,370308-0010,1000,,0,,0.01,"PLATE,REAR,CARRIAGE,FIXTURE,LFA-LM3"
US53,,370309-0010,1000,,0,,0.01,"GUSSETT,OUTSIDE,CARRIAGE,FIXTURE,LFA-LM3"
US53,,370310-0010,1000,,0,,0.01,"GUSSET,MIDDLE,CARRIAGE,FIXTURE,LFA-LM3"
US53,,370311-0010,1000,,0,,0.01,"BASE,PLATE,FIXTURE,LFA-LM3"
US53,,370312-0010,1000,,0,,0.01,"SPACER,RAIL,FIXTURE,LFA-LM3"
US53,,370313-0010,1000,,0,,0.01,"BRACKET,CLAMP,FIXTURE,LFA-LM3"
US53,,370314-0010,1000,,0,,0.01,"CLAMP,FIXTURE"
US53,,370315-0010,1000,,0,,0.01,"PLATE,ADAPTER,REAR,FIXTURE"
US53,,370316-0010,1000,,0,,0.01,"PLATE,ADAPTER,FIXTURE"
US53,,370317-0010,1000,,0,,0.01,"PULL BLOCK,FIXTURE"
US53,,370318-0010,1000,,0,,0.01,"GUSSET,PULL BLOCK"
US53,,370319-0010,1000,,0,,0.01,"PIN,LOCATING,FIXTURE"
US53,,370320-0010,1000,,0,,0.01,"PLATE,ADAPTER,LFA FIXTURE"
US53,C,370385-0010,1000,SP1-G,0,,4.82,"TOOL,SPANNER WRENCH,FILTER HOUSING SUMP"
US53,,370399-0010,1000,,0,,0.01,"SYSTEM,3330 II,MSF-18"
US53,,370400-0010,1000,,0,,"2,845.40","KIT,PINCH BAR ASSEMBLY,9400"
US53,,370422-0010,1000,,0,,0.01,"PLATE,WEAR"
US53,,370424-0010,1000,,0,,95.2,"FILTER ASSY,SCRUBBING, PARTICLE CAPTURE"
US53,,370425-0010,1000,,0,,"15,260.08","CHAMBER,H/C,3300,AXIAL,ES,OPT VIEW,LIGHT"
US53,,370445-0010,1000,,0,,0.01,"LEG,MACHINED,LFA"
US53,,370446-0010,1000,,0,,0.01,"FOOT,MACHINED,LFA"
US53,,370456-0010,1000,,0,,309.28,"KIT,ACC,5210 SINGLECHAMBER,BD"
US53,,370464-0010,1000,,0,,"3,550.00","FIXTURE,EXTENSION SHAFT ALIGNMENT"
US53,,370490-0010,1000,,0,,1.59,"SEALANT,THREADED PLASTIC PIPE,LOCTITE"
US53,,370502-0010,1000,,0,,35.41,"WASHER,FLANGED,18.5x34x50mm DIA,6x10 THK"
US53,,370524-0010,1000,,0,,35.25,"MANIFOLD ASSY,9210,SPLIT TO SAMPLES,RH"
US53,,370524-0020,1000,,0,,35.25,"MANIFOLD ASSY,9210,SPLIT TO SAMPLES,LH"
US53,,370525-0010,1000,,0,,117.3,"MANIFOLD ASSY,9210,RETURN TO MPC"
US53,,370537-0010,1000,,0,,0.01,"FOOT,LFA"
US53,,370554-0010,1000,,0,,0.01,"STACK,FIXTURE"
US53,A,370561-0010,1000,V1-B,1,9/17/2024,"6,105.82","FIXTURE ASSY,24 WELL PLATEN,5500 BD"
US53,,370604-0010,1000,,0,,0.01,"SCREW,CAP,M12X25mm,SOCKET"
US53,,370605-0010,1000,,0,,0.01,"SCREW,SHOULDER,8/M6X15mm,SOCKET"
US53,,370606-0010,1000,,0,,0.01,"SCREW,CAP,M8X20mm,BUTTON"
US53,,370607-0010,1000,,0,,0.01,"SCREW,CAP,M4X20mm,BUTTON"
US53,C,370637-0010,1000,E6-E,3,10/15/2024,329,"PLATE,BOTTOM,PLATEN ASSY,24 WELL FIXTURE"
US53,C,370641-0010,1000,K12-H1,1,5/25/2023,156.67,"PLATE,TOP,PLATEN ASSY,24 WELL FIXTURE"
US53,,370650-0010,1000,,0,,0.01,"SPACER,RAIL,LDA"
US53,,370663-0010,1000,B5-E,0,,395,"GRIP,KNURLED FLAT,T/C,W/RADIUS EDGE"
US53,,370664-0010,1000,,0,,0.01,"PLENUM,INLET,LFA"
US53,,370666-0010,1000,,0,,0.01,"PLENUM,OUTLET,LFA"
US53,,370688-0010,1000,,0,,64.05,"NUT,10-32,316 SST,INSERT,SLOTTED"
US53,C,370700-0010,1000,K6-C2,46,12/23/2022,2.21,"SCREW,SHCS,M5 X 0.8,20MM LG,PEEK"
US53,,370704-0010,1000,,0,,0.01,"SIDE PLATE,FORCE TEST,LFA"
US53,,370705-0010,1000,,0,,0.01,"TOP PLATE,FORCE TEST,LFA"
US53,,370735-0010,1000,,0,,275,"PLATE,CHAMBER,REAR,W/HOLE,24WELL FIXTURE"
US53,,370737-0010,1000,,0,,275,"PLATE,CHAMBER,FRONT,24 WELL FIXTURE"
US53,,370740-0010,1000,,0,,199.5,"PLATE,CHAMBER,TOP,24 WELL FIXTURE"
US53,C,370741-0010,1000,E6-E,3,5/25/2023,428.75,"PLATE,CHAMBER,BOTTOM,24 WELL FIXTURE"
US53,,370751-0010,1000,,0,,0.01,"PLATE,FLEXURE RETAINING"
US53,,370765-0010,1000,,0,,"12,564.00","CHAMBER,H/C,3300,AXIAL,OPT VIEW,LIGHT,ES"
US53,C,370766-0010,1000,K6-G5,26,5/23/2023,29.46,"PLATEN,SOLID,24 WELL FIXTURE"
US53,C,370786-0010,1000,K6-D6,2,5/26/2023,120,"ADAPTER,MOUNT,LOAD CELL,24 WELL FIXTURE"
US53,,370868-0010,1000,,0,,125,"RETAINER,BELLOWS,24 WELL FIXTURE"
US53,C,370885-0010,1000,K6-T6,2,8/24/2023,218.75,"ADAPTER,SHAFT TO PLATEN, 24 WELL FIXTURE"
US53,,370889-0010,1000,,0,,298.31,"BUSHING,SHAFT LOCK,24 WELL FIXTURE"
US53,,370895-0010,1000,B5-F,0,,260,"SHAFT,ACTUATOR,24 WELL FIXTURE"
US53,,370908-0010,1000,,0,,24.91,"HANDLE,QUICK RELEASE,1/4-28 THD,303 SST"
US53,C,370918-0010,1000,SO1-E,3,,5.5,"BELLOWS,SILICONE,1.67"" X 51""ID X 1.38""OD"
US53,,370922-0010,1000,,0,,65.32,"CLAMP,SHAFT,HINGED,1.25ID,2.25OD,0.50W"
US53,,370925-0010,1000,D2-D,0,,11.54,"CLAMP,SHAFT,16MM X 35MM X 12MM"
US53,C,370926-0010,1000,C6-F,0,,0.84,"O-RING,SQ,.112 X .312 X .063 TK,SHR A70"
US53,C,370931-0010,1000,K6-D5,4,,13.51,"SCREW,THUMB,M6X1X12mm,SHOULDER HEAD"
US53,C,370947-0010,1000,H4-B,10,6/15/2023,8.33,"TOOL,WRENCH,ALLEN,T-HANDLE,5/16IN"
US53,,370997-0010,1000,,0,,142,"DOOR,CHAMBER,24 WELL FIXTURE"
US53,,370998-0010,1000,,0,,"2,409.03","PLATEN ASSEMBLY,24 WELL FIXTURE"
US53,,371032-0010,1000,,0,,"15,260.08","CHAMBER,H/C,3300,AXIAL,ES,OPT VIEW,LIGHT"
US53,C,371033-0010,1000,F3-C,2,5/24/2023,99,"PLATE,SPACER,H/C CHAMBER,4.0 HIGH LIFT"
US53,,371104-0010,1000,,0,,"2,948.91","CHAMBER ASSEMBLY,24 WELL FIXTURE"
US53,,371109-0010,1000,,0,,"6,105.82","FIXTURE ASSY,24 WELL PLATEN,5500 BD"
US53,,371268-0010,1000,,0,,32.69,"FITTING,NYLON,1/4 FNPT,16MM BARB"
US53,,371268-0020,1000,,0,,32.69,"FITTING,NYLON,1/4 FNPT,14MM BARB"
US53,,371268-0030,1000,,0,,32.69,"FITTING,NYLON,1/4 FNPT,12MM BARB"
US53,C,371268-0040,1000,SO2-B,0,5/25/2023,32.69,"FITTING,NYLON,1/4 FNPT,7.5MM BARB"
US53,C,371269-0010,1000,C2-A,0,,2.15,"FITTING,PIPE,NIPPLE,1/4 NPT X 1.5 LG,316"
US53,B,371357-0010,1000,M5C,0,3/7/2023,1.86,"FILM,FLEXURE,LM1"
US53,C,371360-0010,1000,M5C,0,3/3/2023,3.93,"FILM,FLEXURE,LM1,DOUBLE WIDE"
US53,C,371490-0010,1000,F3-E,0,,31.99,"STAND,MICROPHONE,TABLE"
US53,C,371495-0010,1000,F3-E,0,,29.99,"BOOM,MICROPHONE,EXTENDABLE"
US53,C,371496-0010,1000,D2-G,0,,9.95,"ADAPTER,CAMERA,MOUNT"
US53,C,371497-0010,1000,K6-D3,10,12/29/2022,2.39,"KNOB,4ARM,10-32 ZPB INSERT,POLYPROPYLENE"
US53,C,371506-0010,1000,W1,0,,1.01,"SCREW,SET,10-32,0.75IN,18-8SST,NYLON TIP"
US53,,371628-0010,1000,,0,,268.49,"PLATE,CAM ROLLER AND PINCH BAR,RH"
US53,,371628-0020,1000,,0,,268.49,"PLATE,CAM ROLLER AND PINCH BAR,LH"
US53,,371629-0010,1000,,0,,76.71,"MOUNT ASSEMBLY,VIDEO EXT CAMERA,TB"
US53,C,371636-0010,1000,C5-G,0,,"1,150.00","PLATE,MANIFOLD,LOWER,9400"
US53,,371678-0010,1000,O4,0,,810.32,"MANIFOLD,8 TUBE,15IN DIA,9400"
US53,,371683-0010,1000,,0,,185,"MOCK ARTERY,SILICONE,COMPLIANCE CERT"
US53,,371705-0010,1000,,0,,309.73,"COLUMN,VERTICAL BEARING,PINCH BAR,9400"
US53,A,371708-0010,1000,K35-A,30,11/5/2024,287.19,"SCREW,LEAD,MOD,SST,3200,773mm"
US53,B,371708-0020,1000,K35-B,4,9/5/2024,350.75,"SCREW,LEAD,MOD,SST,3200,849mm"
US53,,371726-0010,1000,,0,,"2,845.40","FIXTURE,ASSEMBLY,PINCH BAR,9400"
US53,C,371730-0010,1000,SO2-B,2,2/7/2020,3.26,"SCREW,SHCS,PEEK,M6X1.0X25mm LONG"
US53,,371741-0010,1000,D2-G,0,,157.46,"PLATE,MOUNT,BEARING,PINCH BAR,9400"
US53,,371744-0010,1000,,0,,0.01,"TERMINAL,RING,PERMA SEAL"
US53,C,371748-0010,1000,SO2-D,2,,40.82,"BEARING,CAM FOLLOWER,22MM DIA X 10MM W"
US53,,371754-0010,1000,,0,,130,"BRACKET,CAM FOLLOWER MOUNT,9400"
US53,,371771-0010,1000,D2-G,0,,397.6,"MOUNT,BEND TOOL,PINCH BAR,9400"
US53,,371793-0010,1000,D2-G,0,,397.6,"MOUNT,PINCH TOOL,PINCH BAR,9400"
US53,,371833-0010,1000,,0,,0.01,"TERMINAL,RING,PERMA SEAL"
US53,,371859-0010,1000,,0,,"6,083.35","MANIFOLD ASSY,W/PWR UNIT,9400"
US53,,371860-0010,1000,O4,0,5/5/2016,487,"PLATE,MANIFOLD,TOP,8 SPECIMEN,9400"
US53,,371862-0010,1000,,0,,0.01,"CABLE ASSEMBLY, POWER, LFA"
US53,,371906-0010,1000,,0,,0.01,"CABLE ASSEMBLY, GROUND WIRE"
US53,,371914-0010,1000,,0,,0.01,"CLAMP,METAL LOOP"
US53,,371915-0010,1000,,0,,0.01,STEP DOWN BUTT SPLICE
US53,C,371922-0010,1000,SO1-E,8,4/26/2023,47.04,"STANDOFF,MANIFOLD ASSEMBLY,9400"
US53,,371986-0010,1000,,0,,588.1,"STAND ASSEMBLY,CHAMBER,BD,W/LASER"
US53,C,371987-0010,1000,E7-A,2,5/1/2023,258.46,"BASE,CHAMBER STAND,BD,WITH LASER"
US53,C,371988-0010,1000,E7-B,1,6/14/2023,198,"BEAM,UPRIGHT,CHAMBER STAND,BD,W/LASER"
US53,,371989-0010,1000,,0,,241.57,"PLATE,CHAMBER MOUNTING,CHAMBER STAND"
US53,,372033-0010,1000,,0,,41.17,"MOCK ARTERY,SIL,PLACEHOLDER ONLY"
US53,A,372033-0200030536,1000,,0,,238.5,"MOCK ARTERY,SIL,2MM ID,3-5%,36CM"
US53,,372033-0200050727,1000,,0,,198,"MOCK ARTERY,SIL,2MM ID,5-7 PERCENT,27CM"
US53,B,372033-0250050715,1000,C4-C,0,,126.82,"MOCK ARTERY,SIL,2.5MM ID,5-7%,15CM"
US53,B,372033-0300030536,1000,I2-B,0,1/25/2018,246.45,"MOCK ARTERY,SIL,3MM ID,3-5%,36CM"
US53,B,372033-0350030530,1000,,0,8/21/2017,232.75,"MOCK ARTERY,SIL,3.5MM ID,3-5%,30cm"
US53,B,372033-0350030536,1000,,0,,265,"MOCK ARTERY,SIL,3.5MM ID,3-5%,30-36cm"
US53,,372033-0380050725,1000,C4-A,0,,220,"MOCK ARTERY,SIL,3.8MM ID,5-7%,25CM"
US53,A,372033-0400030536,1000,CART-1,0,7/28/2021,210,"MOCK ARTERY,SIL,4MM ID,3-5%,36CM"
US53,,372033-0400050727,1000,,0,,198,"MOCK ARTERY,SIL,4MM ID,5-7 PERCENT,27CM"
US53,C,372033-0450030527,1000,,0,,184.5,"MOCK ARTERY,SIL,4.5MM ID 3-5% 27CM"
US53,A,372033-0600030536,1000,,0,,238.5,"MOCK ARTERY,SIL,6MM ID,3-5%,36CM"
US53,,372033-0600050727,1000,,0,,150,"MOCK ARTERY, SIL,6MM ID,5-7%,27CM"
US53,,372033-0640050727,1000,C4-A,0,,195,"MOCK ARTERY,SIL,6.4MM ID,5-7%,27CM"
US53,C,372033-0800030536,1000,,0,,216,"MOCK ARTERY,SIL,8MM ID,3-5%,36CM"
US53,,372033-0960030527,1000,,0,,195,"MOCK ARTERY,SIL,9.6MM ID,3-5%,27CM"
US53,,372033-0960030530,1000,,0,,195,"MOCK ARTERY,SIL,9.6MM ID,3-5%,30CM"
US53,,372033-0960050727,1000,C4-A,0,,195,"MOCK ARTERY,SIL,9.6MM ID,5-7%,27CM"
US53,,372033-1280050727,1000,C4-A,0,,200,"MOCK ARTERY,SIL,12.8MM ID,5-7%,27CM"
US53,,372033-2100040630,1000,C4-A,0,,330,"MOCK ARTERY,SIL,21MM ID,4-6%,30CM"
US53,,372033-2100050730,1000,,0,,160,"MOCK ARTERY,SIL,21MM ID,5-7%,30CM"
US53,,372033-2400040630,1000,,0,,297,"MOCK ARTERY, SIL,24MM ID,4-6%,30CM"
US53,,372033-2800040630,1000,,0,,297,"MOCK ARTERY, SIL,28MM ID,4-6%,30CM"
US53,B,372033-3000040630,1000,C4-C,0,3/14/2017,382.5,"MOCK ARTERY, SIL,30MM ID,4-6%,30CM"
US53,,372033-3400050727,1000,C4-B,0,,432.25,"MOCK ARTERY,SIL,34MM ID,5-7%,27CM"
US53,,372033-3600050727,1000,C4-A,0,,459,"MOCK ARTERY,SIL,36MM ID,5-7%,27CM"
US53,,372068-0010,1000,,0,,0.01,"SCREW,CAP,M12x25mm,BUTTON"
US53,,372071-0010,1000,,0,,0.01,"SCREW,CAP,M6x25mm,BUTTON"
US53,,372401-0010,1000,,0,,149.72,"KIT,PLATEN,BD V.2,10mm"
US53,,372447-0010,1000,,0,,0.01,"SCREW,M4X25mm,CAP,SOC HD"
US53,,372478-0010,1000,,0,,"7,428.21","MANIFOLD ASSEMBLY,PULSATILE,9400"
US53,,372488-0010,1000,,0,,"17,186.98","SYSTEM,LM1TB,200N,1 STATION,8X2PCI,120V"
US53,,372488-0020,1000,,0,,"28,434.21","SYSTEM,LM1TB,200N,2 STATION,8X2PCI,120V"
US53,,372488-0030,1000,,0,,"40,786.44","SYSTEM,LM1TB,200N,3 STATION,8X4PCI,120V"
US53,,372488-0040,1000,,0,,"52,142.02","SYSTEM,LM1TB,200N,4 STATION,8X4PCI,120V"
US53,,372510-0010,1000,,0,,"1,090.74","KIT,ACCESSORY,ORTHO,BD"
US53,,372527-0010,1000,,0,,878.49,"MANIFOLD,UPPER,9400"
US53,B,372530-0010,1000,M5C,0,2/28/2023,1.5,"STOP,BUMP,LM1"
US53,,372556-0010,1000,B3-H,0,,1.61,"FITTING,COMP,3/8OD X 3/8NPT,WHITE NYLON"
US53,,372557-0010,1000,,0,,1.61,"FITTING,MOD,COMP,3/8OD X 3/8NPT,NYLON"
US53,,372562-0010,1000,,0,,"4,382.86","PLATEN ASSEMBLY,UPPER,LARGE PORT,9400"
US53,,372579-0010,1000,,0,,123.85,"PIN,STRAIGHT,FLOW RESTRICTER,MANIFOLD"
US53,,372579-0020,1000,D2-G,0,,123.85,"PIN,STEPPED,FLOW RESTRICTER,MANIFOLD"
US53,,372642-0010,1000,,0,,0.01,"KIT,LM1TB STATION ADD-ON,200N,120V"
US53,,372642-0020,1000,,0,,0.01,"KIT,LM1TB STATION ADD-ON,200N,PCI,120V"
US53,,372726-0010,1000,,0,,276.88,"GRIP ASSY,HOOK GRIP,20MM-25MM"
US53,C,372737-0010,1000,K6-N2,8,5/30/2023,18.23,"PULLEY,HOOK GRIP ASSY,20MM-25MM"
US53,C,372738-0010,1000,D5-F,4,2/1/2018,60,"YOKE,HOOK GRIP ASSY,20MM-25MM"
US53,C,372739-0010,1000,K6-L4,0,5/23/2023,349.98,"FIXTURE,HOOK INSERT,20-25MM,HOOK GRIP"
US53,C,372741-0010,1000,K6-J2,1,5/10/2023,220.37,"RETAINER,SPECIMEN,20-25MM,HOOK GRIPS"
US53,,372832-0010,1000,,0,,209.58,"KIT,CARTRIDGE,BEND,9400"
US53,C,372864-0010,1000,,0,3/7/2023,"1,665.41","PLATENS,TIBIA,ULNA"
US53,,372864-0020,1000,,0,,869.06,"PLATENS,TIBIA,ULNA,3200"
US53,C,372951-0010,1000,SO1-E,1,,125,"ADAPTER,LOAD CELL,AXIAL-TORSION,0.50,AL"
US53,,372961-0010,1000,,0,,"39,668.55","SYSTEM,PACER,HEART VALVE PROTOTYPE"
US53,C,372980-0010,1000,K12-F5,19,5/23/2023,45.65,"PLATE,CAM,PLATEN LOCK,24 WELL FIXTURE"
US53,C,373015-0010,1000,SO1-F,14,,5.9,"SPRING,BUMPER,FLURORUBBER,6MM ODX10MM LG"
US53,C,373021-0010,1000,K13-E3,27,5/2/2023,24.24,"PIN,LIFT,PLATEN,24 WELL FIXTURE"
US53,,373122-0180,1000,A3-E,0,,28.84,"CABLE ASSY,UPS 5000VA,CONTACT,1.8m"
US53,,373258-0010,1000,,0,,"1,786.48","BREADBOARD ASSY,TB,VERT,12.0 W X 24.0 T"
US53,C,373275-0010,1000,I8-E,4,10/24/2024,"1,070.00","BREADBOARD,1/4-20,12IN W,24IN L,2IN THK"
US53,C,373281-0010,1000,C3-F,0,,0.11,"CABLE TIE,NYLON,WHT,REUSE,5.5 LG,0.21 WD"
US53,,373291-0010,1000,,0,,296.04,"CAP,40mm BEND"
US53,,373293-0010,1000,,0,,617.15,"CARTRIDGE ASSY,BEND,40mm"
US53,,373385-0010,1000,,0,,993.94,"KIT,SENSOR,LOAD,SUB,50LB,M12"
US53,C,373386-0250,1000,K24-C3,3,5/25/2023,106.57,"CABLE ASSY,FORCE SENSOR,M12,8-POS"
US53,,373387-0010,1000,,0,,887.37,"SENSOR ASSY,LOAD,SUB,50LB,8-POS,M12"
US53,,373459-0010,1000,,0,,946.58,"KIT,BD CHAMBER,W/LASER,ON 3200 FRAME"
US53,C,373466-0010,1000,H7-B,5,,3.13,"OWNERS MANUAL,3100 WT7.1"
US53,C,373473-0010,1000,H7-C,3,5/14/2024,5.5,"OWNERS MANUAL,3300 SERIES II"
US53,C,373474-0010,1000,H7-C,14,6/15/2023,3.68,"OWNERS MANUAL,3510 WT7.1"
US53,C,373475-0010,1000,H7-A,6,6/15/2023,5.45,"OWNERS MANUAL,3520/3550"
US53,C,373476-0010,1000,H7-D,3,,5.1,"OWNERS MANUAL,5100 SERIES"
US53,C,373481-0010,1000,H7-D,2,,4.47,"OWNERS MANUAL,5200 SERIES"
US53,C,373483-0010,1000,SO1-D,0,1/19/2017,3.69,"OWNERS MANUAL,9100 SGT WT7.1"
US53,,373484-0010,1000,,0,,4.65,"OWNERS MANUAL,9210 SGT WT7.1"
US53,C,373486-0010,1000,H7-B,1,,4.65,"OWNERS MANUAL,9400 MAPS WT7.1"
US53,C,373487-0010,1000,H7-C,11,6/15/2023,5.51,"OWNERS MANUAL,LM1 TB WT7.1"
US53,C,373489-0010,1000,H7-B,1,,3.76,"OWNERS MANUAL,LM2 TB WT7.1"
US53,C,373490-0010,1000,SO2-B,0,8/21/2019,12.15,"OWNERS MANUAL,WINTEST 7"
US53,C,373491-0010,1000,SO2-B,0,9/6/2016,3.74,"OWNERS MANUAL,SYSTEM ADMIN,WINTEST 7.1"
US53,,373525-0010,1000,,0,,306.68,"KIT,PLATENS,4 WELL REMOVABL,10MM DIA,BD"
US53,,373611-0010,1000,,0,,247.19,"PLATE,BD CHAMBER,LASER STAND,3200"
US53,,373613-0020,1000,,0,,"45,974.58","SYSTEM,OCCLUDER,HEATED CIRC,230V"
US53,,373635-0010,1000,,0,,566.48,"STAND ASSY,LM1 VERTICAL TB,17.00 LONG"
US53,C,373643-0010,1000,F3-B,7,6/14/2023,183.78,"SUPPORT,LH,VERT BREADBOARD,1 INCH OFFSET"
US53,C,373644-0010,1000,F3-B,7,6/14/2023,183.78,"SUPPORT,RH,VERT BREADBOARD,1 INCH OFFSET"
US53,C,373650-0010,1000,K5-K1,14,2/15/2024,5.59,"CONN,AC POWER,NEMA,STRAIGHT,6-15P"
US53,,373681-0010,1000,,0,,293.93,"BEAM,UPRIGHT,BD,LASER STAND,3200"
US53,,373683-0010,1000,,0,,684.64,"STAND ASSY,BD CHAMBER,W/LASER,3200"
US53,,373684-0010,1000,C7-D,0,,0.01,"LABEL,HAZARD,CRUSH,ISO"
US53,,373692-0010,1000,C4-A,0,,358.05,"MOCK ARTERY,SIL,28.5/23mm ID,5-7%,17CM"
US53,,373764-0010,1000,K1-D4,1,,13.92,"CONN,AC POWER,AUSTRALIA,15A"
US53,,373786-0010,1000,,0,,5.59,"CONN,AC POWER,10A HCCH"
US53,C,373796-0010,1000,K12-B2,8,4/27/2023,43,"COVER,GUARD,FINGER,AT ASSY,3200"
US53,C,373801-0010,1000,M1C,0,1/14/2022,"3,882.97","STATOR ASSEMBLY,LM3"
US53,C,373808-0010,1000,,0,,"8,922.86","KIT,CHAMBER,BD,FOR 3200-AT II"
US53,,373810-0010,1000,,0,,"2,959.19","CHAMBER ASSEMBLY,BD,FOR 3200-AT II"
US53,C,373816-0010,1000,,0,7/6/2017,369.46,"KIT,SHAFT TO NPT,MULTIPURPOSE,BARB"
US53,,373831-0010,1000,,0,,4.3,"KIT,POWER DIST,120V,TORSION/ES ADD-ON"
US53,,373832-0010,1000,,0,,6.79,"KIT,POWER DIST,230V,TORSION/ES ADD-ON"
US53,C,373870-0010,1000,K10-L2,2,4/27/2023,199.8,"ADAPTER,BD CHAMBER TO 3200-AT,1.50 LONG"
US53,C,373877-0010,1000,E7-A,2,6/14/2023,198.34,"BEAM,UPRIGHT,BD CHAMBER,3200-AT"
US53,C,373878-0010,1000,K5-H4,4,,10.37,"CONN,AC POWER,CHINA,250V,15A"
US53,C,373879-0010,1000,E4-D,1,6/14/2023,279.46,"PLATE,BD CHAMBER MOUNT,3200-AT"
US53,C,373905-0010,1000,K6-F3,1,5/30/2023,241.61,"ADAPTER,BD CHAMBER ADAPTER TO 3200-AT"
US53,B,374007-0010,1000,D7-B,12,12/10/2024,109.31,"PLUG,PORT,SPLIT"
US53,B,374007-0020,1000,D3-B,3,5/30/2023,105,"PLUG,PORT,SPLIT,0.77 DIA BORE"
US53,C,374007-0030,1000,F3-B,7,6/14/2023,109.26,"PLUG,PORT,SPLIT,1.0 in DIA BORE"
